time,value
1.3163827E+01,4.63574E+00
1.3164011E+01,4.61621E+00
1.3164194E+01,4.67480E+00
1.3164377E+01,4.60645E+00
1.3164561E+01,4.65527E+00
1.3164744E+01,4.62598E+00
1.3164927E+01,4.58691E+00
1.3165111E+01,4.61621E+00
1.3165294E+01,4.62598E+00
1.3165477E+01,4.61621E+00
1.3165660E+01,4.64551E+00
1.3165844E+01,4.59668E+00
1.3166027E+01,4.69434E+00
1.3166210E+01,4.56738E+00
1.3166394E+01,4.56738E+00
1.3166577E+01,4.66504E+00
1.3166760E+01,4.66504E+00
1.3166944E+01,4.61621E+00
1.3167127E+01,4.64551E+00
1.3167310E+01,4.68457E+00
1.3167493E+01,4.74316E+00
1.3167677E+01,4.62598E+00
1.3167860E+01,4.62598E+00
1.3168043E+01,4.62598E+00
1.3168227E+01,4.66504E+00
1.3168410E+01,4.68457E+00
1.3168593E+01,4.68457E+00
1.3168777E+01,4.59668E+00
1.3168960E+01,4.67480E+00
1.3169143E+01,4.59668E+00
1.3169326E+01,4.67480E+00
1.3169510E+01,4.65527E+00
1.3169693E+01,4.63574E+00
1.3169876E+01,4.61621E+00
1.3170060E+01,4.69434E+00
1.3170243E+01,4.61621E+00
1.3170426E+01,4.63574E+00
1.3170610E+01,4.67480E+00
1.3170793E+01,4.62598E+00
1.3170976E+01,4.67480E+00
1.3171159E+01,4.62598E+00
1.3171343E+01,4.66504E+00
1.3171526E+01,4.64551E+00
1.3171709E+01,4.61621E+00
1.3171893E+01,4.68457E+00
1.3172076E+01,4.65527E+00
1.3172259E+01,4.60645E+00
1.3172443E+01,4.61621E+00
1.3172626E+01,4.61621E+00
1.3172809E+01,4.61621E+00
1.3172992E+01,4.60645E+00
1.3173176E+01,4.61621E+00
1.3173359E+01,4.65527E+00
1.3173542E+01,4.65527E+00
1.3173726E+01,4.62598E+00
1.3173909E+01,4.66504E+00
1.3174092E+01,4.65527E+00
1.3174276E+01,4.65527E+00
1.3174459E+01,4.69434E+00
1.3174642E+01,4.62598E+00
1.3174825E+01,4.65527E+00
1.3175009E+01,4.64551E+00
1.3175192E+01,4.62598E+00
1.3175375E+01,4.67480E+00
1.3175559E+01,4.62598E+00
1.3175742E+01,4.66504E+00
1.3175925E+01,4.65527E+00
1.3176109E+01,4.60645E+00
1.3176292E+01,4.58691E+00
1.3176475E+01,4.63574E+00
1.3176658E+01,4.69434E+00
1.3176842E+01,4.62598E+00
1.3177025E+01,4.65527E+00
1.3177208E+01,4.59668E+00
1.3177392E+01,4.62598E+00
1.3177575E+01,4.63574E+00
1.3177758E+01,4.55762E+00
1.3177942E+01,4.64551E+00
1.3178125E+01,4.64551E+00
1.3178308E+01,4.65527E+00
1.3178491E+01,4.65527E+00
1.3178675E+01,4.67480E+00
1.3178858E+01,4.61621E+00
1.3179041E+01,4.67480E+00
1.3179225E+01,4.58691E+00
1.3179408E+01,4.57715E+00
1.3179591E+01,4.61621E+00
1.3179775E+01,4.62598E+00
1.3179958E+01,4.59668E+00
1.3180141E+01,4.62598E+00
1.3180324E+01,4.68457E+00
1.3180508E+01,4.60645E+00
1.3180691E+01,4.63574E+00
1.3180874E+01,4.68457E+00
1.3181058E+01,4.61621E+00
1.3181241E+01,4.67480E+00
1.3181424E+01,4.62598E+00
1.3181608E+01,4.68457E+00
1.3181791E+01,4.66504E+00
1.3181974E+01,4.61621E+00
1.3182157E+01,4.66504E+00
1.3182341E+01,4.62598E+00
1.3182524E+01,4.62598E+00
1.3182707E+01,4.63574E+00
1.3182891E+01,4.68457E+00
1.3183074E+01,4.61621E+00
1.3183257E+01,4.53809E+00
1.3183441E+01,4.58691E+00
1.3183624E+01,4.66504E+00
1.3183807E+01,4.56738E+00
1.3183990E+01,4.67480E+00
1.3184174E+01,4.70410E+00
1.3184357E+01,4.63574E+00
1.3184540E+01,4.65527E+00
1.3184724E+01,4.57715E+00
1.3184907E+01,4.62598E+00
1.3185090E+01,4.67480E+00
1.3185274E+01,4.64551E+00
1.3185457E+01,4.64551E+00
1.3185640E+01,4.66504E+00
1.3185823E+01,4.67480E+00
1.3186007E+01,4.66504E+00
1.3186190E+01,4.64551E+00
1.3186373E+01,4.69434E+00
1.3186557E+01,4.64551E+00
1.3186740E+01,4.69434E+00
1.3186923E+01,4.67480E+00
1.3187107E+01,4.72363E+00
1.3187290E+01,4.63574E+00
1.3187473E+01,4.61621E+00
1.3187656E+01,4.70410E+00
1.3187840E+01,4.64551E+00
1.3188023E+01,4.70410E+00
1.3188206E+01,4.63574E+00
1.3188390E+01,4.63574E+00
1.3188573E+01,4.70410E+00
1.3188756E+01,4.57715E+00
1.3188940E+01,4.59668E+00
1.3189123E+01,4.56738E+00
1.3189306E+01,4.62598E+00
1.3189489E+01,4.64551E+00
1.3189673E+01,4.68457E+00
1.3189856E+01,4.64551E+00
1.3190039E+01,4.63574E+00
1.3190223E+01,4.61621E+00
1.3190406E+01,4.66504E+00
1.3190589E+01,4.60645E+00
1.3190773E+01,4.62598E+00
1.3190956E+01,4.61621E+00
1.3191139E+01,4.67480E+00
1.3191322E+01,4.62598E+00
1.3191506E+01,4.68457E+00
1.3191689E+01,4.63574E+00
1.3191872E+01,4.66504E+00
1.3192056E+01,4.62598E+00
1.3192239E+01,4.64551E+00
1.3192422E+01,4.65527E+00
1.3192606E+01,4.62598E+00
1.3192789E+01,4.62598E+00
1.3192972E+01,4.66504E+00
1.3193155E+01,4.65527E+00
1.3193339E+01,4.69434E+00
1.3193522E+01,4.62598E+00
1.3193705E+01,4.66504E+00
1.3193889E+01,4.58691E+00
1.3194072E+01,4.64551E+00
1.3194255E+01,4.64551E+00
1.3194439E+01,4.65527E+00
1.3194622E+01,4.66504E+00
1.3194805E+01,4.59668E+00
1.3194988E+01,4.57715E+00
1.3195172E+01,4.67480E+00
1.3195355E+01,4.65527E+00
1.3195538E+01,4.61621E+00
1.3195722E+01,4.58691E+00
1.3195905E+01,4.63574E+00
1.3196088E+01,4.62598E+00
1.3196272E+01,4.66504E+00
1.3196455E+01,4.65527E+00
1.3196638E+01,4.66504E+00
1.3196821E+01,4.56738E+00
1.3197005E+01,4.61621E+00
1.3197188E+01,4.59668E+00
1.3197371E+01,4.63574E+00
1.3197555E+01,4.71387E+00
1.3197738E+01,4.63574E+00
1.3197921E+01,4.62598E+00
1.3198105E+01,4.64551E+00
1.3198288E+01,4.62598E+00
1.3198471E+01,4.63574E+00
1.3198654E+01,4.64551E+00
1.3198838E+01,4.63574E+00
1.3199021E+01,4.67480E+00
1.3199204E+01,4.61621E+00
1.3199388E+01,4.62598E+00
1.3199571E+01,4.64551E+00
1.3199754E+01,4.67480E+00
1.3199938E+01,4.58691E+00
1.3200121E+01,4.62598E+00
1.3200304E+01,4.63574E+00
1.3200487E+01,4.65527E+00
1.3200671E+01,4.64551E+00
1.3200854E+01,4.65527E+00
1.3201037E+01,4.68457E+00
1.3201221E+01,4.60645E+00
1.3201404E+01,4.61621E+00
1.3201587E+01,4.69434E+00
1.3201771E+01,4.66504E+00
1.3201954E+01,4.62598E+00
1.3202137E+01,4.60645E+00
1.3202320E+01,4.57715E+00
1.3202504E+01,4.59668E+00
1.3202687E+01,4.61621E+00
1.3202870E+01,4.64551E+00
1.3203054E+01,4.65527E+00
1.3203237E+01,4.61621E+00
1.3203420E+01,4.62598E+00
1.3203604E+01,4.64551E+00
1.3203787E+01,4.59668E+00
1.3203970E+01,4.61621E+00
1.3204153E+01,4.64551E+00
1.3204337E+01,4.55762E+00
1.3204520E+01,4.62598E+00
1.3204703E+01,4.71387E+00
1.3204887E+01,4.60645E+00
1.3205070E+01,4.68457E+00
1.3205253E+01,4.65527E+00
1.3205437E+01,4.59668E+00
1.3205620E+01,4.61621E+00
1.3205803E+01,4.56738E+00
1.3205986E+01,4.65527E+00
1.3206170E+01,4.66504E+00
1.3206353E+01,4.67480E+00
1.3206536E+01,4.61621E+00
1.3206720E+01,4.60645E+00
1.3206903E+01,4.66504E+00
1.3207086E+01,4.61621E+00
1.3207270E+01,4.66504E+00
1.3207453E+01,4.66504E+00
1.3207636E+01,4.61621E+00
1.3207819E+01,4.71387E+00
1.3208003E+01,4.59668E+00
1.3208186E+01,4.59668E+00
1.3208369E+01,4.62598E+00
1.3208553E+01,4.63574E+00
1.3208736E+01,4.63574E+00
1.3208919E+01,4.66504E+00
1.3209103E+01,4.58691E+00
1.3209286E+01,4.66504E+00
1.3209469E+01,4.61621E+00
1.3209652E+01,4.66504E+00
1.3209836E+01,4.64551E+00
1.3210019E+01,4.63574E+00
1.3210202E+01,4.66504E+00
1.3210386E+01,4.64551E+00
1.3210569E+01,4.65527E+00
1.3210752E+01,4.58691E+00
1.3210936E+01,4.58691E+00
1.3211119E+01,4.63574E+00
1.3211302E+01,4.61621E+00
1.3211485E+01,4.62598E+00
1.3211669E+01,4.68457E+00
1.3211852E+01,4.64551E+00
1.3212035E+01,4.58691E+00
1.3212219E+01,4.64551E+00
1.3212402E+01,4.60645E+00
1.3212585E+01,4.63574E+00
1.3212769E+01,4.63574E+00
1.3212952E+01,4.62598E+00
1.3213135E+01,4.66504E+00
1.3213318E+01,4.64551E+00
1.3213502E+01,4.67480E+00
1.3213685E+01,4.63574E+00
1.3213868E+01,4.69434E+00
1.3214052E+01,4.66504E+00
1.3214235E+01,4.65527E+00
1.3214418E+01,4.62598E+00
1.3214602E+01,4.59668E+00
1.3214785E+01,4.61621E+00
1.3214968E+01,4.63574E+00
1.3215151E+01,4.62598E+00
1.3215335E+01,4.60645E+00
1.3215518E+01,4.65527E+00
1.3215701E+01,4.61621E+00
1.3215885E+01,4.64551E+00
1.3216068E+01,4.65527E+00
1.3216251E+01,4.60645E+00
1.3216435E+01,4.65527E+00
1.3216618E+01,4.59668E+00
1.3216801E+01,4.68457E+00
1.3216984E+01,4.57715E+00
1.3217168E+01,4.62598E+00
1.3217351E+01,4.65527E+00
1.3217534E+01,4.59668E+00
1.3217718E+01,4.66504E+00
1.3217901E+01,4.63574E+00
1.3218084E+01,4.68457E+00
1.3218268E+01,4.64551E+00
1.3218451E+01,4.60645E+00
1.3218634E+01,4.68457E+00
1.3218817E+01,4.72363E+00
1.3219001E+01,4.66504E+00
1.3219184E+01,4.59668E+00
1.3219367E+01,4.60645E+00
1.3219551E+01,4.58691E+00
1.3219734E+01,4.67480E+00
1.3219917E+01,4.66504E+00
1.3220101E+01,4.63574E+00
1.3220284E+01,4.67480E+00
1.3220467E+01,4.62598E+00
1.3220650E+01,4.64551E+00
1.3220834E+01,4.65527E+00
1.3221017E+01,4.65527E+00
1.3221200E+01,4.53809E+00
1.3221384E+01,4.61621E+00
1.3221567E+01,4.59668E+00
1.3221750E+01,4.66504E+00
1.3221934E+01,4.71387E+00
1.3222117E+01,4.61621E+00
1.3222300E+01,4.67480E+00
1.3222483E+01,4.65527E+00
1.3222667E+01,4.65527E+00
1.3222850E+01,4.63574E+00
1.3223033E+01,4.59668E+00
1.3223217E+01,4.66504E+00
1.3223400E+01,4.61621E+00
1.3223583E+01,4.67480E+00
1.3223767E+01,4.65527E+00
1.3223950E+01,4.65527E+00
1.3224133E+01,4.64551E+00
1.3224316E+01,4.61621E+00
1.3224500E+01,4.70410E+00
1.3224683E+01,4.58691E+00
1.3224866E+01,4.66504E+00
1.3225050E+01,4.65527E+00
1.3225233E+01,4.70410E+00
1.3225416E+01,4.60645E+00
1.3225600E+01,4.68457E+00
1.3225783E+01,4.63574E+00
1.3225966E+01,4.65527E+00
1.3226149E+01,4.65527E+00
1.3226333E+01,4.67480E+00
1.3226516E+01,4.62598E+00
1.3226699E+01,4.61621E+00
1.3226883E+01,4.65527E+00
1.3227066E+01,4.66504E+00
1.3227249E+01,4.63574E+00
1.3227433E+01,4.64551E+00
1.3227616E+01,4.62598E+00
1.3227799E+01,4.67480E+00
1.3227982E+01,4.62598E+00
1.3228166E+01,4.65527E+00
1.3228349E+01,4.63574E+00
1.3228532E+01,4.57715E+00
1.3228716E+01,4.64551E+00
1.3228899E+01,4.68457E+00
1.3229082E+01,4.65527E+00
1.3229266E+01,4.63574E+00
1.3229449E+01,4.61621E+00
1.3229632E+01,4.65527E+00
1.3229815E+01,4.62598E+00
1.3229999E+01,4.59668E+00
1.3230182E+01,4.62598E+00
1.3230365E+01,4.61621E+00
1.3230549E+01,4.53809E+00
1.3230732E+01,4.61621E+00
1.3230915E+01,4.70410E+00
1.3231099E+01,4.65527E+00
1.3231282E+01,4.60645E+00
1.3231465E+01,4.69434E+00
1.3231648E+01,4.62598E+00
1.3231832E+01,4.59668E+00
1.3232015E+01,4.58691E+00
1.3232198E+01,4.64551E+00
1.3232382E+01,4.66504E+00
1.3232565E+01,4.67480E+00
1.3232748E+01,4.63574E+00
1.3232932E+01,4.62598E+00
1.3233115E+01,4.60645E+00
1.3233298E+01,4.60645E+00
1.3233481E+01,4.58691E+00
1.3233665E+01,4.64551E+00
1.3233848E+01,4.63574E+00
1.3234031E+01,4.63574E+00
1.3234215E+01,4.58691E+00
1.3234398E+01,4.68457E+00
1.3234581E+01,4.60645E+00
1.3234765E+01,4.62598E+00
1.3234948E+01,4.63574E+00
1.3235131E+01,4.63574E+00
1.3235314E+01,4.63574E+00
1.3235498E+01,4.60645E+00
1.3235681E+01,4.63574E+00
1.3235864E+01,4.67480E+00
1.3236048E+01,4.65527E+00
1.3236231E+01,4.61621E+00
1.3236414E+01,4.55762E+00
1.3236598E+01,4.60645E+00
1.3236781E+01,4.61621E+00
1.3236964E+01,4.67480E+00
1.3237147E+01,4.62598E+00
1.3237331E+01,4.66504E+00
1.3237514E+01,4.62598E+00
1.3237697E+01,4.66504E+00
1.3237881E+01,4.64551E+00
1.3238064E+01,4.58691E+00
1.3238247E+01,4.67480E+00
1.3238431E+01,4.70410E+00
1.3238614E+01,4.71387E+00
1.3238797E+01,4.65527E+00
1.3238980E+01,4.67480E+00
1.3239164E+01,4.52832E+00
1.3239347E+01,4.62598E+00
1.3239530E+01,4.65527E+00
1.3239714E+01,4.63574E+00
1.3239897E+01,4.61621E+00
1.3240080E+01,4.57715E+00
1.3240264E+01,4.67480E+00
1.3240447E+01,4.69434E+00
1.3240630E+01,4.64551E+00
1.3240813E+01,4.65527E+00
1.3240997E+01,4.66504E+00
1.3241180E+01,4.62598E+00
1.3241363E+01,4.63574E+00
1.3241547E+01,4.60645E+00
1.3241730E+01,4.57715E+00
1.3241913E+01,4.60645E+00
1.3242097E+01,4.69434E+00
1.3242280E+01,4.60645E+00
1.3242463E+01,4.54785E+00
1.3242646E+01,4.63574E+00
1.3242830E+01,4.66504E+00
1.3243013E+01,4.65527E+00
1.3243196E+01,4.63574E+00
1.3243380E+01,4.64551E+00
1.3243563E+01,4.59668E+00
1.3243746E+01,4.60645E+00
1.3243930E+01,4.70410E+00
1.3244113E+01,4.68457E+00
1.3244296E+01,4.60645E+00
1.3244479E+01,4.63574E+00
1.3244663E+01,4.64551E+00
1.3244846E+01,4.60645E+00
1.3245029E+01,4.57715E+00
1.3245213E+01,4.60645E+00
1.3245396E+01,4.60645E+00
1.3245579E+01,4.60645E+00
1.3245763E+01,4.69434E+00
1.3245946E+01,4.69434E+00
1.3246129E+01,4.65527E+00
1.3246312E+01,4.62598E+00
1.3246496E+01,4.69434E+00
1.3246679E+01,4.64551E+00
1.3246862E+01,4.61621E+00
1.3247046E+01,4.66504E+00
1.3247229E+01,4.66504E+00
1.3247412E+01,4.63574E+00
1.3247596E+01,4.61621E+00
1.3247779E+01,4.64551E+00
1.3247962E+01,4.57715E+00
1.3248145E+01,4.63574E+00
1.3248329E+01,4.69434E+00
1.3248512E+01,4.66504E+00
1.3248695E+01,4.60645E+00
1.3248879E+01,4.62598E+00
1.3249062E+01,4.63574E+00
1.3249245E+01,4.64551E+00
1.3249429E+01,4.61621E+00
1.3249612E+01,4.56738E+00
1.3249795E+01,4.60645E+00
1.3249978E+01,4.58691E+00
1.3250162E+01,4.58691E+00
1.3250345E+01,4.63574E+00
1.3250528E+01,4.67480E+00
1.3250712E+01,4.63574E+00
1.3250895E+01,4.63574E+00
1.3251078E+01,4.67480E+00
1.3251262E+01,4.57715E+00
1.3251445E+01,4.59668E+00
1.3251628E+01,4.59668E+00
1.3251811E+01,4.64551E+00
1.3251995E+01,4.69434E+00
1.3252178E+01,4.62598E+00
1.3252361E+01,4.61621E+00
1.3252545E+01,4.61621E+00
1.3252728E+01,4.70410E+00
1.3252911E+01,4.63574E+00
1.3253095E+01,4.63574E+00
1.3253278E+01,4.63574E+00
1.3253461E+01,4.66504E+00
1.3253644E+01,4.68457E+00
1.3253828E+01,4.61621E+00
1.3254011E+01,4.61621E+00
1.3254194E+01,4.61621E+00
1.3254378E+01,4.66504E+00
1.3254561E+01,4.58691E+00
1.3254744E+01,4.57715E+00
1.3254928E+01,4.63574E+00
1.3255111E+01,4.63574E+00
1.3255294E+01,4.55762E+00
1.3255477E+01,4.73340E+00
1.3255661E+01,4.67480E+00
1.3255844E+01,4.63574E+00
1.3256027E+01,4.67480E+00
1.3256211E+01,4.62598E+00
1.3256394E+01,4.67480E+00
1.3256577E+01,4.67480E+00
1.3256761E+01,4.64551E+00
1.3256944E+01,4.61621E+00
1.3257127E+01,4.63574E+00
1.3257310E+01,4.63574E+00
1.3257494E+01,4.59668E+00
1.3257677E+01,4.63574E+00
1.3257860E+01,4.68457E+00
1.3258044E+01,4.59668E+00
1.3258227E+01,4.58691E+00
1.3258410E+01,4.59668E+00
1.3258594E+01,4.63574E+00
1.3258777E+01,4.63574E+00
1.3258960E+01,4.67480E+00
1.3259143E+01,4.59668E+00
1.3259327E+01,4.69434E+00
1.3259510E+01,4.59668E+00
1.3259693E+01,4.62598E+00
1.3259877E+01,4.65527E+00
1.3260060E+01,4.60645E+00
1.3260243E+01,4.57715E+00
1.3260427E+01,4.64551E+00
1.3260610E+01,4.62598E+00
1.3260793E+01,4.70410E+00
1.3260976E+01,4.70410E+00
1.3261160E+01,4.63574E+00
1.3261343E+01,4.64551E+00
1.3261526E+01,4.60645E+00
1.3261710E+01,4.62598E+00
1.3261893E+01,4.60645E+00
1.3262076E+01,4.67480E+00
1.3262260E+01,4.67480E+00
1.3262443E+01,4.65527E+00
1.3262626E+01,4.61621E+00
1.3262809E+01,4.60645E+00
1.3262993E+01,4.63574E+00
1.3263176E+01,4.67480E+00
1.3263359E+01,4.64551E+00
1.3263543E+01,4.64551E+00
1.3263726E+01,4.64551E+00
1.3263909E+01,4.59668E+00
1.3264093E+01,4.59668E+00
1.3264276E+01,4.63574E+00
1.3264459E+01,4.63574E+00
1.3264642E+01,4.60645E+00
1.3264826E+01,4.63574E+00
1.3265009E+01,4.63574E+00
1.3265192E+01,4.64551E+00
1.3265376E+01,4.64551E+00
1.3265559E+01,4.62598E+00
1.3265742E+01,4.59668E+00
1.3265926E+01,4.66504E+00
1.3266109E+01,4.65527E+00
1.3266292E+01,4.69434E+00
1.3266475E+01,4.70410E+00
1.3266659E+01,4.66504E+00
1.3266842E+01,4.61621E+00
1.3267025E+01,4.67480E+00
1.3267209E+01,4.61621E+00
1.3267392E+01,4.65527E+00
1.3267575E+01,4.63574E+00
1.3267759E+01,4.63574E+00
1.3267942E+01,4.62598E+00
1.3268125E+01,4.64551E+00
1.3268308E+01,4.65527E+00
1.3268492E+01,4.66504E+00
1.3268675E+01,4.63574E+00
1.3268858E+01,4.65527E+00
1.3269042E+01,4.58691E+00
1.3269225E+01,4.67480E+00
1.3269408E+01,4.72363E+00
1.3269592E+01,4.66504E+00
1.3269775E+01,4.66504E+00
1.3269958E+01,4.57715E+00
1.3270141E+01,4.63574E+00
1.3270325E+01,4.60645E+00
1.3270508E+01,4.61621E+00
1.3270691E+01,4.54785E+00
1.3270875E+01,4.61621E+00
1.3271058E+01,4.60645E+00
1.3271241E+01,4.62598E+00
1.3271425E+01,4.69434E+00
1.3271608E+01,4.60645E+00
1.3271791E+01,4.62598E+00
1.3271974E+01,4.64551E+00
1.3272158E+01,4.59668E+00
1.3272341E+01,4.59668E+00
1.3272524E+01,4.63574E+00
1.3272708E+01,4.63574E+00
1.3272891E+01,4.61621E+00
1.3273074E+01,4.71387E+00
1.3273258E+01,4.69434E+00
1.3273441E+01,4.69434E+00
1.3273624E+01,4.59668E+00
1.3273807E+01,4.68457E+00
1.3273991E+01,4.61621E+00
1.3274174E+01,4.64551E+00
1.3274357E+01,4.57715E+00
1.3274541E+01,4.62598E+00
1.3274724E+01,4.64551E+00
1.3274907E+01,4.71387E+00
1.3275091E+01,4.65527E+00
1.3275274E+01,4.57715E+00
1.3275457E+01,4.65527E+00
1.3275640E+01,4.62598E+00
1.3275824E+01,4.69434E+00
1.3276007E+01,4.66504E+00
1.3276190E+01,4.57715E+00
1.3276374E+01,4.59668E+00
1.3276557E+01,4.61621E+00
1.3276740E+01,4.62598E+00
1.3276924E+01,4.65527E+00
1.3277107E+01,4.62598E+00
1.3277290E+01,4.67480E+00
1.3277473E+01,4.63574E+00
1.3277657E+01,4.56738E+00
1.3277840E+01,4.68457E+00
1.3278023E+01,4.60645E+00
1.3278207E+01,4.66504E+00
1.3278390E+01,4.66504E+00
1.3278573E+01,4.62598E+00
1.3278757E+01,4.57715E+00
1.3278940E+01,4.63574E+00
1.3279123E+01,4.56738E+00
1.3279306E+01,4.58691E+00
1.3279490E+01,4.66504E+00
1.3279673E+01,4.66504E+00
1.3279856E+01,4.64551E+00
1.3280040E+01,4.64551E+00
1.3280223E+01,4.67480E+00
1.3280406E+01,4.65527E+00
1.3280590E+01,4.64551E+00
1.3280773E+01,4.65527E+00
1.3280956E+01,4.67480E+00
1.3281139E+01,4.68457E+00
1.3281323E+01,4.59668E+00
1.3281506E+01,4.69434E+00
1.3281689E+01,4.60645E+00
1.3281873E+01,4.61621E+00
1.3282056E+01,4.62598E+00
1.3282239E+01,4.68457E+00
1.3282423E+01,4.59668E+00
1.3282606E+01,4.63574E+00
1.3282789E+01,4.65527E+00
1.3282972E+01,4.57715E+00
1.3283156E+01,4.59668E+00
1.3283339E+01,4.63574E+00
1.3283522E+01,4.59668E+00
1.3283706E+01,4.63574E+00
1.3283889E+01,4.65527E+00
1.3284072E+01,4.60645E+00
1.3284256E+01,4.64551E+00
1.3284439E+01,4.62598E+00
1.3284622E+01,4.65527E+00
1.3284805E+01,4.68457E+00
1.3284989E+01,4.67480E+00
1.3285172E+01,4.61621E+00
1.3285355E+01,4.63574E+00
1.3285539E+01,4.59668E+00
1.3285722E+01,4.66504E+00
1.3285905E+01,4.59668E+00
1.3286089E+01,4.59668E+00
1.3286272E+01,4.64551E+00
1.3286455E+01,4.65527E+00
1.3286638E+01,4.65527E+00
1.3286822E+01,4.63574E+00
1.3287005E+01,4.60645E+00
1.3287188E+01,4.62598E+00
1.3287372E+01,4.64551E+00
1.3287555E+01,4.56738E+00
1.3287738E+01,4.71387E+00
1.3287922E+01,4.60645E+00
1.3288105E+01,4.66504E+00
1.3288288E+01,4.64551E+00
1.3288471E+01,4.57715E+00
1.3288655E+01,4.64551E+00
1.3288838E+01,4.55762E+00
1.3289021E+01,4.65527E+00
1.3289205E+01,4.63574E+00
1.3289388E+01,4.65527E+00
1.3289571E+01,4.64551E+00
1.3289755E+01,4.62598E+00
1.3289938E+01,4.66504E+00
1.3290121E+01,4.60645E+00
1.3290304E+01,4.64551E+00
1.3290488E+01,4.57715E+00
1.3290671E+01,4.61621E+00
1.3290854E+01,4.59668E+00
1.3291038E+01,4.61621E+00
1.3291221E+01,4.53809E+00
1.3291404E+01,4.56738E+00
1.3291588E+01,4.59668E+00
1.3291771E+01,4.56738E+00
1.3291954E+01,4.63574E+00
1.3292137E+01,4.68457E+00
1.3292321E+01,4.69434E+00
1.3292504E+01,4.71387E+00
1.3292687E+01,4.68457E+00
1.3292871E+01,4.60645E+00
1.3293054E+01,4.60645E+00
1.3293237E+01,4.61621E+00
1.3293421E+01,4.65527E+00
1.3293604E+01,4.60645E+00
1.3293787E+01,4.63574E+00
1.3293970E+01,4.69434E+00
1.3294154E+01,4.63574E+00
1.3294337E+01,4.60645E+00
1.3294520E+01,4.68457E+00
1.3294704E+01,4.68457E+00
1.3294887E+01,4.59668E+00
1.3295070E+01,4.64551E+00
1.3295254E+01,4.58691E+00
1.3295437E+01,4.65527E+00
1.3295620E+01,4.63574E+00
1.3295803E+01,4.57715E+00
1.3295987E+01,4.59668E+00
1.3296170E+01,4.58691E+00
1.3296353E+01,4.60645E+00
1.3296537E+01,4.64551E+00
1.3296720E+01,4.58691E+00
1.3296903E+01,4.58691E+00
1.3297087E+01,4.70410E+00
1.3297270E+01,4.60645E+00
1.3297453E+01,4.64551E+00
1.3297636E+01,4.63574E+00
1.3297820E+01,4.63574E+00
1.3298003E+01,4.67480E+00
1.3298186E+01,4.68457E+00
1.3298370E+01,4.55762E+00
1.3298553E+01,4.59668E+00
1.3298736E+01,4.59668E+00
1.3298920E+01,4.63574E+00
1.3299103E+01,4.57715E+00
1.3299286E+01,4.61621E+00
1.3299469E+01,4.64551E+00
1.3299653E+01,4.58691E+00
1.3299836E+01,4.55762E+00
1.3300019E+01,4.64551E+00
1.3300203E+01,4.66504E+00
1.3300386E+01,4.63574E+00
1.3300569E+01,4.70410E+00
1.3300753E+01,4.69434E+00
1.3300936E+01,4.70410E+00
1.3301119E+01,4.72363E+00
1.3301302E+01,4.63574E+00
1.3301486E+01,4.59668E+00
1.3301669E+01,4.62598E+00
1.3301852E+01,4.61621E+00
1.3302036E+01,4.65527E+00
1.3302219E+01,4.63574E+00
1.3302402E+01,4.62598E+00
1.3302586E+01,4.61621E+00
1.3302769E+01,4.64551E+00
1.3302952E+01,4.62598E+00
1.3303135E+01,4.55762E+00
1.3303319E+01,4.62598E+00
1.3303502E+01,4.68457E+00
1.3303685E+01,4.68457E+00
1.3303869E+01,4.65527E+00
1.3304052E+01,4.61621E+00
1.3304235E+01,4.59668E+00
1.3304419E+01,4.63574E+00
1.3304602E+01,4.55762E+00
1.3304785E+01,4.69434E+00
1.3304968E+01,4.54785E+00
1.3305152E+01,4.61621E+00
1.3305335E+01,4.67480E+00
1.3305518E+01,4.60645E+00
1.3305702E+01,4.61621E+00
1.3305885E+01,4.65527E+00
1.3306068E+01,4.65527E+00
1.3306252E+01,4.63574E+00
1.3306435E+01,4.65527E+00
1.3306618E+01,4.67480E+00
1.3306801E+01,4.65527E+00
1.3306985E+01,4.63574E+00
1.3307168E+01,4.62598E+00
1.3307351E+01,4.59668E+00
1.3307535E+01,4.57715E+00
1.3307718E+01,4.59668E+00
1.3307901E+01,4.60645E+00
1.3308085E+01,4.60645E+00
1.3308268E+01,4.55762E+00
1.3308451E+01,4.60645E+00
1.3308634E+01,4.61621E+00
1.3308818E+01,4.65527E+00
1.3309001E+01,4.64551E+00
1.3309184E+01,4.70410E+00
1.3309368E+01,4.68457E+00
1.3309551E+01,4.64551E+00
1.3309734E+01,4.58691E+00
1.3309918E+01,4.64551E+00
1.3310101E+01,4.63574E+00
1.3310284E+01,4.64551E+00
1.3310467E+01,4.63574E+00
1.3310651E+01,4.62598E+00
1.3310834E+01,4.60645E+00
1.3311017E+01,4.60645E+00
1.3311201E+01,4.61621E+00
1.3311384E+01,4.69434E+00
1.3311567E+01,4.66504E+00
1.3311751E+01,4.68457E+00
1.3311934E+01,4.60645E+00
1.3312117E+01,4.63574E+00
1.3312300E+01,4.58691E+00
1.3312484E+01,4.68457E+00
1.3312667E+01,4.66504E+00
1.3312850E+01,4.65527E+00
1.3313034E+01,4.62598E+00
1.3313217E+01,4.63574E+00
1.3313400E+01,4.63574E+00
1.3313584E+01,4.63574E+00
1.3313767E+01,4.59668E+00
1.3313950E+01,4.61621E+00
1.3314133E+01,4.61621E+00
1.3314317E+01,4.64551E+00
1.3314500E+01,4.65527E+00
