time,C2
-4.9663254E+00,5.14648E-01
-4.9661418E+00,5.22461E-01
-4.9659582E+00,5.16602E-01
-4.9657746E+00,5.18555E-01
-4.9655910E+00,5.06836E-01
-4.9654074E+00,5.10742E-01
-4.9652238E+00,5.06836E-01
-4.9650402E+00,5.12695E-01
-4.9648566E+00,5.14648E-01
-4.9646730E+00,5.04883E-01
-4.9644894E+00,5.10742E-01
-4.9643058E+00,5.02930E-01
-4.9641222E+00,5.04883E-01
-4.9639386E+00,5.06836E-01
-4.9637550E+00,5.10742E-01
-4.9635714E+00,5.10742E-01
-4.9633878E+00,5.12695E-01
-4.9632042E+00,5.18555E-01
-4.9630206E+00,5.18555E-01
